,Region,Name,Year,Series,Value,Category,ISO3
3549,268,Georgia,2014,"Total Sexual Violence at the national level, rate per 100,000",3.247,CRI,GEO
3703,624,Guinea-Bissau,2014,"Intentional homicide rates per 100,000",3.8406,CRI,GNB
3704,624,Guinea-Bissau,2014,"Assault rate per 100,000 population",195.86,CRI,GNB
3705,624,Guinea-Bissau,2014,"Kidnapping at the national level, rate per 100,000",3.604,CRI,GNB
3706,624,Guinea-Bissau,2014,"Theft at the national level, rate per 100,000 population",58.92,CRI,GNB
3707,624,Guinea-Bissau,2014,"Robbery at the national level, rate per 100,000 population",42.08,CRI,GNB
4286,442,Luxembourg,2014,"Intentional homicide rates per 100,000",0.7214,CRI,LUX
4287,442,Luxembourg,2014,"Percentage of male and female intentional homicide victims, Male",0.7201,CRI,LUX
4288,442,Luxembourg,2014,"Percentage of male and female intentional homicide victims, Female",0.7226,CRI,LUX
4289,442,Luxembourg,2014,"Assault rate per 100,000 population",131.17,CRI,LUX
4290,442,Luxembourg,2014,"Kidnapping at the national level, rate per 100,000",9.378,CRI,LUX
4291,442,Luxembourg,2014,"Theft at the national level, rate per 100,000 population",1848.47,CRI,LUX
4292,442,Luxembourg,2014,"Robbery at the national level, rate per 100,000 population",110.811,CRI,LUX
4293,442,Luxembourg,2014,"Total Sexual Violence at the national level, rate per 100,000",64.685,CRI,LUX
4909,620,Portugal,2014,"Intentional homicide rates per 100,000",0.8831,CRI,PRT
4910,620,Portugal,2014,"Percentage of male and female intentional homicide victims, Male",0.8895,CRI,PRT
4911,620,Portugal,2014,"Percentage of male and female intentional homicide victims, Female",0.8773,CRI,PRT
4912,620,Portugal,2014,"Assault rate per 100,000 population",5.2,CRI,PRT
4913,620,Portugal,2014,"Kidnapping at the national level, rate per 100,000",3.609,CRI,PRT
4914,620,Portugal,2014,"Theft at the national level, rate per 100,000 population",1005.61,CRI,PRT
4915,620,Portugal,2014,"Robbery at the national level, rate per 100,000 population",149.683,CRI,PRT
4916,620,Portugal,2014,"Total Sexual Violence at the national level, rate per 100,000",22.375,CRI,PRT
4968,634,Qatar,2014,"Intentional homicide rates per 100,000",0.366,CRI,QAT
4969,634,Qatar,2014,"Percentage of male and female intentional homicide victims, Male",0.3734,CRI,QAT
4970,634,Qatar,2014,"Percentage of male and female intentional homicide victims, Female",0.3421,CRI,QAT
5241,690,Seychelles,2014,"Intentional homicide rates per 100,000",16.9826,CRI,SYC
5242,690,Seychelles,2014,"Percentage of male and female intentional homicide victims, Male",27.8839,CRI,SYC
5243,690,Seychelles,2014,"Percentage of male and female intentional homicide victims, Female",5.3909,CRI,SYC
5554,764,Thailand,2014,"Intentional homicide rates per 100,000",3.8706,CRI,THA
5555,764,Thailand,2014,"Percentage of male and female intentional homicide victims, Male",6.7132,CRI,THA
5556,764,Thailand,2014,"Percentage of male and female intentional homicide victims, Female",1.1533,CRI,THA
5557,764,Thailand,2014,"Assault rate per 100,000 population",18.52,CRI,THA
5558,764,Thailand,2014,"Kidnapping at the national level, rate per 100,000",0.028,CRI,THA
5559,764,Thailand,2014,"Theft at the national level, rate per 100,000 population",58.3,CRI,THA
5560,764,Thailand,2014,"Robbery at the national level, rate per 100,000 population",2.091,CRI,THA
5561,764,Thailand,2014,"Total Sexual Violence at the national level, rate per 100,000",1.781,CRI,THA
5632,792,Turkey,2014,"Assault rate per 100,000 population",102.82,CRI,TUR
5633,792,Turkey,2014,"Kidnapping at the national level, rate per 100,000",42.669,CRI,TUR
5634,792,Turkey,2014,"Theft at the national level, rate per 100,000 population",277.36,CRI,TUR
5635,792,Turkey,2014,"Robbery at the national level, rate per 100,000 population",55.163,CRI,TUR
5636,792,Turkey,2014,"Total Sexual Violence at the national level, rate per 100,000",53.994,CRI,TUR
5660,796,Turks and Caicos Islands,2014,"Intentional homicide rates per 100,000",5.6543,CRI,TCA
5661,796,Turks and Caicos Islands,2014,"Percentage of male and female intentional homicide victims, Female",0,CRI,TCA
6390,4,Afghanistan,2014,Students enrolled in primary education (thousands),6217.756,EDU,AFG
6391,4,Afghanistan,2014,Gross enrollment ratio - Primary (male),124.2094,EDU,AFG
6392,4,Afghanistan,2014,Gross enrollment ratio - Primary (female),86.7296,EDU,AFG
6393,4,Afghanistan,2014,Students enrolled in secondary education (thousands),2602.734,EDU,AFG
6394,4,Afghanistan,2014,Gross enrollment ratio - Secondary (male),67.0969,EDU,AFG
6395,4,Afghanistan,2014,Gross enrollment ratio - Secondary (female),37.333,EDU,AFG
6396,4,Afghanistan,2014,Students enrolled in tertiary education (thousands),262.874,EDU,AFG
6397,4,Afghanistan,2014,Gross enrollment ratio - Tertiary (male),12.634,EDU,AFG
6398,4,Afghanistan,2014,Gross enrollment ratio - Tertiary (female),3.487,EDU,AFG
6432,8,Albania,2014,Students enrolled in primary education (thousands),195.72,EDU,ALB
6433,8,Albania,2014,Gross enrollment ratio - Primary (male),102.3587,EDU,ALB
6434,8,Albania,2014,Gross enrollment ratio - Primary (female),106.1275,EDU,ALB
6435,8,Albania,2014,Students enrolled in secondary education (thousands),333.291,EDU,ALB
6436,8,Albania,2014,Gross enrollment ratio - Secondary (male),100.362,EDU,ALB
6437,8,Albania,2014,Gross enrollment ratio - Secondary (female),94.7869,EDU,ALB
6438,8,Albania,2014,Students enrolled in tertiary education (thousands),176.003,EDU,ALB
6439,8,Albania,2014,Gross enrollment ratio - Tertiary (male),54.5589,EDU,ALB
6440,8,Albania,2014,Gross enrollment ratio - Tertiary (female),78.3196,EDU,ALB
6486,12,Algeria,2014,Students enrolled in primary education (thousands),3765.307,EDU,DZA
6487,12,Algeria,2014,Gross enrollment ratio - Primary (male),121.4196,EDU,DZA
6488,12,Algeria,2014,Gross enrollment ratio - Primary (female),115.4655,EDU,DZA
6489,12,Algeria,2014,Students enrolled in tertiary education (thousands),1245.478,EDU,DZA
6490,12,Algeria,2014,Gross enrollment ratio - Tertiary (male),27.34,EDU,DZA
6491,12,Algeria,2014,Gross enrollment ratio - Tertiary (female),41.8567,EDU,DZA
6513,20,Andorra,2014,Students enrolled in primary education (thousands),4.065,EDU,AND
6514,20,Andorra,2014,Students enrolled in secondary education (thousands),4.319,EDU,AND
6515,20,Andorra,2014,Students enrolled in tertiary education (thousands),0.498,EDU,AND
6612,28,Antigua and Barbuda,2014,Students enrolled in primary education (thousands),10.172,EDU,ATG
6613,28,Antigua and Barbuda,2014,Gross enrollment ratio - Primary (male),108.7369,EDU,ATG
6614,28,Antigua and Barbuda,2014,Gross enrollment ratio - Primary (female),103.2918,EDU,ATG
6615,28,Antigua and Barbuda,2014,Students enrolled in secondary education (thousands),8.077,EDU,ATG
6616,28,Antigua and Barbuda,2014,Gross enrollment ratio - Secondary (male),106.6667,EDU,ATG
6617,28,Antigua and Barbuda,2014,Gross enrollment ratio - Secondary (female),107.2995,EDU,ATG
6648,32,Argentina,2014,Students enrolled in primary education (thousands),4780.105,EDU,ARG
6649,32,Argentina,2014,Gross enrollment ratio - Primary (male),111.5726,EDU,ARG
6650,32,Argentina,2014,Gross enrollment ratio - Primary (female),111.3426,EDU,ARG
6651,32,Argentina,2014,Students enrolled in secondary education (thousands),4450.741,EDU,ARG
6652,32,Argentina,2014,Gross enrollment ratio - Secondary (male),102.5928,EDU,ARG
6653,32,Argentina,2014,Gross enrollment ratio - Secondary (female),109.5981,EDU,ARG
6654,32,Argentina,2014,Students enrolled in tertiary education (thousands),2869.45,EDU,ARG
6655,32,Argentina,2014,Gross enrollment ratio - Tertiary (male),62.1948,EDU,ARG
6656,32,Argentina,2014,Gross enrollment ratio - Tertiary (female),100.3012,EDU,ARG
6700,51,Armenia,2014,Students enrolled in primary education (thousands),142.517,EDU,ARM
6701,51,Armenia,2014,Gross enrollment ratio - Primary (male),96.2831,EDU,ARM
6702,51,Armenia,2014,Gross enrollment ratio - Primary (female),97.5368,EDU,ARM
6703,51,Armenia,2014,Students enrolled in secondary education (thousands),244.543,EDU,ARM
6704,51,Armenia,2014,Gross enrollment ratio - Secondary (male),83.6644,EDU,ARM
6705,51,Armenia,2014,Gross enrollment ratio - Secondary (female),88.4214,EDU,ARM
6706,51,Armenia,2014,Students enrolled in tertiary education (thousands),113.09,EDU,ARM
6707,51,Armenia,2014,Gross enrollment ratio - Tertiary (male),43.9274,EDU,ARM
6708,51,Armenia,2014,Gross enrollment ratio - Tertiary (female),50.0829,EDU,ARM
6754,533,Aruba,2014,Students enrolled in primary education (thousands),9.816,EDU,ABW
6755,533,Aruba,2014,Gross enrollment ratio - Primary (male),118.9341,EDU,ABW
6756,533,Aruba,2014,Gross enrollment ratio - Primary (female),115.2047,EDU,ABW
6757,533,Aruba,2014,Students enrolled in tertiary education (thousands),1.235,EDU,ABW
6758,533,Aruba,2014,Gross enrollment ratio - Tertiary (male),10.1472,EDU,ABW
6759,533,Aruba,2014,Gross enrollment ratio - Tertiary (female),23.0369,EDU,ABW
6772,36,Australia,2014,Students enrolled in primary education (thousands),2168.531,EDU,AUS
6773,36,Australia,2014,Gross enrollment ratio - Primary (male),105.5852,EDU,AUS
6774,36,Australia,2014,Gross enrollment ratio - Primary (female),105.3217,EDU,AUS
6806,40,Austria,2014,Students enrolled in primary education (thousands),327.2468,EDU,AUT
6807,40,Austria,2014,Gross enrollment ratio - Primary (male),101.9468,EDU,AUT
6808,40,Austria,2014,Gross enrollment ratio - Primary (female),101.2937,EDU,AUT
6809,40,Austria,2014,Students enrolled in secondary education (thousands),697.3884,EDU,AUT
6810,40,Austria,2014,Gross enrollment ratio - Secondary (male),101.5198,EDU,AUT
6811,40,Austria,2014,Gross enrollment ratio - Secondary (female),97.7108,EDU,AUT
6812,40,Austria,2014,Students enrolled in tertiary education (thousands),421.2248,EDU,AUT
6813,40,Austria,2014,Gross enrollment ratio - Tertiary (male),72.3468,EDU,AUT
6814,40,Austria,2014,Gross enrollment ratio - Tertiary (female),86.2794,EDU,AUT
6842,31,Azerbaijan,2014,Students enrolled in primary education (thousands),517.708,EDU,AZE
6843,31,Azerbaijan,2014,Gross enrollment ratio - Primary (male),106.5559,EDU,AZE
6844,31,Azerbaijan,2014,Gross enrollment ratio - Primary (female),105.493,EDU,AZE
6845,31,Azerbaijan,2014,Students enrolled in tertiary education (thousands),195.401,EDU,AZE
6846,31,Azerbaijan,2014,Gross enrollment ratio - Tertiary (male),21.6764,EDU,AZE
6847,31,Azerbaijan,2014,Gross enrollment ratio - Tertiary (female),24.7532,EDU,AZE
6875,44,Bahamas,2014,Students enrolled in primary education (thousands),31.705,EDU,BHS
6876,44,Bahamas,2014,Gross enrollment ratio - Primary (male),84.0545,EDU,BHS
6877,44,Bahamas,2014,Gross enrollment ratio - Primary (female),82.3333,EDU,BHS
6878,44,Bahamas,2014,Students enrolled in secondary education (thousands),31.681,EDU,BHS
6879,44,Bahamas,2014,Gross enrollment ratio - Secondary (male),80.4921,EDU,BHS
6880,44,Bahamas,2014,Gross enrollment ratio - Secondary (female),82.3436,EDU,BHS
6914,48,Bahrain,2014,Students enrolled in primary education (thousands),103.806,EDU,BHR
6915,48,Bahrain,2014,Gross enrollment ratio - Primary (male),99.1327,EDU,BHR
6916,48,Bahrain,2014,Gross enrollment ratio - Primary (female),100.3515,EDU,BHR
6917,48,Bahrain,2014,Students enrolled in secondary education (thousands),90.092,EDU,BHR
6918,48,Bahrain,2014,Gross enrollment ratio - Secondary (male),98.6722,EDU,BHR
6919,48,Bahrain,2014,Gross enrollment ratio - Secondary (female),99.2258,EDU,BHR
6920,48,Bahrain,2014,Students enrolled in tertiary education (thousands),38.113,EDU,BHR
6921,48,Bahrain,2014,Gross enrollment ratio - Tertiary (male),29.0877,EDU,BHR
6922,48,Bahrain,2014,Gross enrollment ratio - Tertiary (female),57.5447,EDU,BHR
6968,50,Bangladesh,2014,Students enrolled in tertiary education (thousands),2068.355,EDU,BGD
6969,50,Bangladesh,2014,Gross enrollment ratio - Tertiary (male),15.9264,EDU,BGD
6970,50,Bangladesh,2014,Gross enrollment ratio - Tertiary (female),11.743,EDU,BGD
7016,52,Barbados,2014,Students enrolled in primary education (thousands),21.171,EDU,BRB
7017,52,Barbados,2014,Gross enrollment ratio - Primary (male),94.9886,EDU,BRB
7018,52,Barbados,2014,Gross enrollment ratio - Primary (female),95.4085,EDU,BRB
7019,52,Barbados,2014,Students enrolled in secondary education (thousands),20.603,EDU,BRB
7020,52,Barbados,2014,Gross enrollment ratio - Secondary (male),106.6475,EDU,BRB
7021,52,Barbados,2014,Gross enrollment ratio - Secondary (female),109.6701,EDU,BRB
7049,112,Belarus,2014,Students enrolled in primary education (thousands),368.783,EDU,BLR
7050,112,Belarus,2014,Gross enrollment ratio - Primary (male),98.154,EDU,BLR
7051,112,Belarus,2014,Gross enrollment ratio - Primary (female),98.4626,EDU,BLR
7052,112,Belarus,2014,Students enrolled in secondary education (thousands),648.541,EDU,BLR
7053,112,Belarus,2014,Gross enrollment ratio - Secondary (male),106.5198,EDU,BLR
7054,112,Belarus,2014,Gross enrollment ratio - Secondary (female),104.4716,EDU,BLR
7055,112,Belarus,2014,Students enrolled in tertiary education (thousands),517.578,EDU,BLR
7056,112,Belarus,2014,Gross enrollment ratio - Tertiary (male),78.6589,EDU,BLR
7057,112,Belarus,2014,Gross enrollment ratio - Tertiary (female),105.1084,EDU,BLR
7094,56,Belgium,2014,Students enrolled in primary education (thousands),773.568,EDU,BEL
7095,56,Belgium,2014,Gross enrollment ratio - Primary (male),103.6626,EDU,BEL
7096,56,Belgium,2014,Gross enrollment ratio - Primary (female),103.6329,EDU,BEL
7097,56,Belgium,2014,Students enrolled in secondary education (thousands),1210.112,EDU,BEL
7098,56,Belgium,2014,Gross enrollment ratio - Secondary (male),152.309,EDU,BEL
7099,56,Belgium,2014,Gross enrollment ratio - Secondary (female),172.712,EDU,BEL
7100,56,Belgium,2014,Students enrolled in tertiary education (thousands),495.91,EDU,BEL
7101,56,Belgium,2014,Gross enrollment ratio - Tertiary (male),63.5087,EDU,BEL
7102,56,Belgium,2014,Gross enrollment ratio - Tertiary (female),82.7725,EDU,BEL
7139,84,Belize,2014,Students enrolled in primary education (thousands),51.978,EDU,BLZ
7140,84,Belize,2014,Gross enrollment ratio - Primary (male),114.1804,EDU,BLZ
7141,84,Belize,2014,Gross enrollment ratio - Primary (female),108.8553,EDU,BLZ
7142,84,Belize,2014,Students enrolled in secondary education (thousands),37.095,EDU,BLZ
7143,84,Belize,2014,Gross enrollment ratio - Secondary (male),77.8727,EDU,BLZ
7144,84,Belize,2014,Gross enrollment ratio - Secondary (female),81.6603,EDU,BLZ
7145,84,Belize,2014,Students enrolled in tertiary education (thousands),8.635,EDU,BLZ
7146,84,Belize,2014,Gross enrollment ratio - Tertiary (male),18.0984,EDU,BLZ
7147,84,Belize,2014,Gross enrollment ratio - Tertiary (female),29.9088,EDU,BLZ
7198,204,Benin,2014,Students enrolled in primary education (thousands),2133.33,EDU,BEN
7199,204,Benin,2014,Gross enrollment ratio - Primary (male),134.6228,EDU,BEN
7200,204,Benin,2014,Gross enrollment ratio - Primary (female),124.4281,EDU,BEN
7201,204,Benin,2014,Students enrolled in secondary education (thousands),896.763,EDU,BEN
7202,204,Benin,2014,Gross enrollment ratio - Secondary (male),66.4146,EDU,BEN
7203,204,Benin,2014,Gross enrollment ratio - Secondary (female),45.8066,EDU,BEN
7204,204,Benin,2014,Students enrolled in tertiary education (thousands),149.913,EDU,BEN
7205,204,Benin,2014,Gross enrollment ratio - Tertiary (male),23.2951,EDU,BEN
7206,204,Benin,2014,Gross enrollment ratio - Tertiary (female),8.5055,EDU,BEN
7256,60,Bermuda,2014,Students enrolled in primary education (thousands),4.1,EDU,BMU
7257,60,Bermuda,2014,Gross enrollment ratio - Primary (male),99.5301,EDU,BMU
7258,60,Bermuda,2014,Gross enrollment ratio - Primary (female),96.5417,EDU,BMU
7259,60,Bermuda,2014,Students enrolled in secondary education (thousands),4.093,EDU,BMU
7260,60,Bermuda,2014,Gross enrollment ratio - Secondary (male),71.7183,EDU,BMU
7261,60,Bermuda,2014,Gross enrollment ratio - Secondary (female),82.016,EDU,BMU
7262,60,Bermuda,2014,Students enrolled in tertiary education (thousands),1.108,EDU,BMU
7263,60,Bermuda,2014,Gross enrollment ratio - Tertiary (male),19.697,EDU,BMU
7264,60,Bermuda,2014,Gross enrollment ratio - Tertiary (female),36.9342,EDU,BMU
7304,64,Bhutan,2014,Students enrolled in primary education (thousands),101.667,EDU,BTN
7305,64,Bhutan,2014,Gross enrollment ratio - Primary (male),104.7513,EDU,BTN
7306,64,Bhutan,2014,Gross enrollment ratio - Primary (female),106.223,EDU,BTN
7307,64,Bhutan,2014,Students enrolled in secondary education (thousands),74.227,EDU,BTN
7308,64,Bhutan,2014,Gross enrollment ratio - Secondary (male),79.6885,EDU,BTN
7309,64,Bhutan,2014,Gross enrollment ratio - Secondary (female),85.8575,EDU,BTN
7359,70,Bosnia and Herzegovina,2014,Students enrolled in primary education (thousands),161.023,EDU,BIH
7360,70,Bosnia and Herzegovina,2014,Students enrolled in secondary education (thousands),297.46,EDU,BIH
7361,70,Bosnia and Herzegovina,2014,Students enrolled in tertiary education (thousands),111.97,EDU,BIH
7398,72,Botswana,2014,Students enrolled in primary education (thousands),340.7,EDU,BWA
